PersonenID,Alter,Geschlecht,Beruf,Haushaltstyp,Wohnviertel,Startzeit,Endzeit,Startort,Zielort,Zweck,Entfernung_km,Verkehrsmittel,Multimodal
19,41,männlich,Arbeitslos,Paar ohne Kinder,Neureut,07:25,07:53,Kaiserstraße,Filmpalast am ZKM,Arztbesuch,4.3,multimodal,ja
19,41,männlich,Arbeitslos,Paar ohne Kinder,Neureut,08:30,08:57,Filmpalast am ZKM,Oberreut,Heimweg,4.8,E-Scooter,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,06:43,06:54,Gartenstraße,Nordweststadt,Arbeit,5.6,Fahrrad,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,07:22,07:49,Nordweststadt,Moltkestraße,Sport,7.6,multimodal,ja
20,20,männlich,Rentner*in,alleinlebend,Neureut,10:03,10:43,Moltkestraße,Europabad,Erholung,6.9,ÖPNV,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,12:35,13:06,Europabad,Städtisches Klinikum,Arztbesuch,4.8,ÖPNV,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,15:34,16:19,Städtisches Klinikum,Karlstraße,Einkaufen,2.9,ÖPNV,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,00:11,00:46,Karlstraße,Kammertheater Karlsruhe,Arztbesuch,4.4,zu Fuß,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,09:23,10:04,Kammertheater Karlsruhe,St. Peter und Paul Kirche,Arbeit,3.0,Fahrrad,nein
20,20,männlich,Rentner*in,alleinlebend,Neureut,11:22,11:50,St. Peter und Paul Kirche,Gartenstraße,Heimweg,5.5,zu Fuß,nein
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,05:44,06:23,Grötzingen,Marktplatz,Freizeit,4.7,zu Fuß,nein
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,07:34,08:01,Marktplatz,Schlossgarten,Arztbesuch,4.8,zu Fuß,nein
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,10:47,11:21,Schlossgarten,Städtisches Klinikum,Freizeit,6.0,Auto,nein
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,19:41,20:17,Städtisches Klinikum,Kaiserstraße,Begleitung,3.8,Auto,nein
21,39,männlich,Schüler*in,Paar ohne Kinder,Knielingen,23:16,23:57,Kaiserstraße,Grötzingen,Heimweg,4.8,Fahrrad,nein
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,05:59,06:35,Stadtgarten,Marotte Figurentheater,Arztbesuch,5.1,multimodal,ja
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,13:17,13:36,Marotte Figurentheater,Erbprinzenstraße,Freizeit,4.9,E-Scooter,nein
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,14:08,14:24,Erbprinzenstraße,Grünwettersbach,Arztbesuch,4.9,Auto,nein
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,15:00,15:19,Grünwettersbach,Ettlinger Allee,Begleitung,4.7,ÖPNV,nein
22,70,männlich,Angestellt,Wohngemeinschaft,Grünwinkel,16:19,16:34,Ettlinger Allee,Stadtgarten,Heimweg,7.1,ÖPNV,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,05:41,06:18,Oberreut,ZKM,Einkaufen,3.6,zu Fuß,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,07:36,07:47,ZKM,Rheinhafen,Arbeit,4.5,ÖPNV,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,14:33,14:58,Rheinhafen,Rheinhafen,Freizeit,0.8,Fahrrad,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,17:10,17:44,Rheinhafen,Erbprinzenstraße,Freizeit,3.8,Fahrrad,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,01:58,02:24,Erbprinzenstraße,Alter Schlachthof,Begleitung,3.2,multimodal,ja
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,10:22,10:54,Alter Schlachthof,Sandkorn Theater,Sport,6.2,multimodal,ja
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,11:24,11:46,Sandkorn Theater,Waldstraße,Arztbesuch,4.9,Auto,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,14:35,15:03,Waldstraße,Karlstraße,Sport,5.9,ÖPNV,nein
23,19,männlich,Selbstständig,Familie mit Kindern,Grünwinkel,15:13,15:26,Karlstraße,Oberreut,Heimweg,6.9,E-Scooter,nein
24,41,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,06:56,07:14,Kreativpark Alter Schlachthof,Stadtgarten,Arbeit,3.3,ÖPNV,nein
24,41,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,08:41,09:14,Stadtgarten,Rheinhafen,Begleitung,3.9,ÖPNV,nein
24,41,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,10:25,10:43,Rheinhafen,Moltkestraße,Begleitung,6.1,Fahrrad,nein
24,41,weiblich,Angestellt,Paar ohne Kinder,Südweststadt,12:50,13:30,Moltkestraße,Kreativpark Alter Schlachthof,Heimweg,4.6,ÖPNV,nein
25,61,weiblich,Schüler*in,Wohngemeinschaft,Durlach,06:56,07:31,Ständehaus,Kaiserstraße,Sport,3.0,Auto,nein
25,61,weiblich,Schüler*in,Wohngemeinschaft,Durlach,08:42,09:15,Kaiserstraße,Kammertheater Karlsruhe,Sport,3.9,multimodal,ja
25,61,weiblich,Schüler*in,Wohngemeinschaft,Durlach,09:43,10:07,Kammertheater Karlsruhe,Bundesverfassungsgericht,Erholung,2.6,E-Scooter,nein
25,61,weiblich,Schüler*in,Wohngemeinschaft,Durlach,10:38,11:17,Bundesverfassungsgericht,Ständehaus,Heimweg,4.3,multimodal,ja
26,47,männlich,Student*in,alleinlebend,Innenstadt,05:47,06:21,Mühlburg,Weststadt,Sport,3.8,E-Scooter,nein
26,47,männlich,Student*in,alleinlebend,Innenstadt,07:14,07:50,Weststadt,FH Karlsruhe,Arztbesuch,6.9,E-Scooter,nein
26,47,männlich,Student*in,alleinlebend,Innenstadt,09:13,09:25,FH Karlsruhe,Erbprinzenstraße,Arztbesuch,7.3,zu Fuß,nein
26,47,männlich,Student*in,alleinlebend,Innenstadt,10:52,11:08,Erbprinzenstraße,Rüppurr,Erholung,3.5,Auto,nein
26,47,männlich,Student*in,alleinlebend,Innenstadt,13:17,13:34,Rüppurr,Mühlburg,Heimweg,3.1,zu Fuß,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,06:40,07:03,Bismarckstraße,Kriegsstraße,Erholung,5.9,Fahrrad,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,13:02,13:29,Kriegsstraße,Botanischer Garten,Begleitung,6.1,Fahrrad,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,14:45,15:03,Botanischer Garten,Evangelische Stadtkirche,Schule/Uni,3.3,E-Scooter,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,22:06,22:19,Evangelische Stadtkirche,Wolfartsweier,Sport,2.5,E-Scooter,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,00:53,01:31,Wolfartsweier,Friedrichsplatz,Einkaufen,7.0,zu Fuß,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,03:36,03:48,Friedrichsplatz,Rheinhafen,Arbeit,7.3,Auto,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,04:12,04:49,Rheinhafen,St. Konrad Kirche,Arztbesuch,4.8,Auto,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,05:50,06:09,St. Konrad Kirche,Prinz-Max-Palais,Begleitung,5.4,E-Scooter,nein
27,55,männlich,Arbeitslos,alleinlebend,Innenstadt,06:47,07:17,Prinz-Max-Palais,Bismarckstraße,Heimweg,5.9,zu Fuß,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,05:59,06:35,Marotte Figurentheater,Weststadt,Arztbesuch,3.1,zu Fuß,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,09:20,09:57,Weststadt,Europahalle,Begleitung,6.5,ÖPNV,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,12:22,13:02,Europahalle,Stadtmuseum Karlsruhe,Einkaufen,6.0,Auto,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,13:37,14:10,Stadtmuseum Karlsruhe,Grötzingen,Arbeit,6.0,E-Scooter,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,16:21,16:38,Grötzingen,Bundesverfassungsgericht,Sport,3.4,multimodal,ja
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,18:23,18:52,Bundesverfassungsgericht,Ludwigsplatz,Schule/Uni,4.0,Fahrrad,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,20:05,20:21,Ludwigsplatz,Oberwald,Erholung,5.7,Auto,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,23:09,23:46,Oberwald,Rheinpark,Arbeit,5.8,Fahrrad,nein
28,19,männlich,Selbstständig,Wohngemeinschaft,Durlach,06:02,06:33,Rheinpark,Marotte Figurentheater,Heimweg,5.9,ÖPNV,nein
29,77,weiblich,Rentner*in,Wohngemeinschaft,Durlach,06:37,07:00,Generalbundesanwalt,Kreativpark Alter Schlachthof,Arztbesuch,3.6,ÖPNV,nein
29,77,weiblich,Rentner*in,Wohngemeinschaft,Durlach,08:53,09:23,Kreativpark Alter Schlachthof,Europabad,Arbeit,5.0,Fahrrad,nein
29,77,weiblich,Rentner*in,Wohngemeinschaft,Durlach,10:49,11:04,Europabad,Städtisches Klinikum,Sport,4.8,zu Fuß,nein
29,77,weiblich,Rentner*in,Wohngemeinschaft,Durlach,11:28,11:51,Städtisches Klinikum,Generalbundesanwalt,Heimweg,4.1,E-Scooter,nein
30,38,männlich,Angestellt,Wohngemeinschaft,Oststadt,05:37,05:47,Kaiserstraße,Hauptfriedhof,Schule/Uni,4.4,Fahrrad,nein
30,38,männlich,Angestellt,Wohngemeinschaft,Oststadt,12:21,12:38,Hauptfriedhof,Neureut,Sport,4.6,Fahrrad,nein
30,38,männlich,Angestellt,Wohngemeinschaft,Oststadt,20:52,21:16,Neureut,Kaiserstraße,Heimweg,5.8,E-Scooter,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,06:43,07:18,Generalbundesanwalt,Schloss Karlsruhe,Einkaufen,3.5,zu Fuß,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,08:55,09:34,Schloss Karlsruhe,Oberwald,Sport,5.0,Auto,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,10:45,11:28,Oberwald,Hbf,Begleitung,4.0,multimodal,ja
31,50,weiblich,Angestellt,alleinlebend,Neureut,12:23,12:43,Hbf,Citypark,Einkaufen,6.8,E-Scooter,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,13:45,14:17,Citypark,Siemensallee,Freizeit,3.3,Fahrrad,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,16:50,17:11,Siemensallee,Blumenstraße,Einkaufen,6.3,Fahrrad,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,19:48,20:27,Blumenstraße,Grünwettersbach,Erholung,4.5,multimodal,ja
31,50,weiblich,Angestellt,alleinlebend,Neureut,21:40,22:20,Grünwettersbach,Hofgarten,Begleitung,4.5,ÖPNV,nein
31,50,weiblich,Angestellt,alleinlebend,Neureut,23:30,23:44,Hofgarten,Generalbundesanwalt,Heimweg,2.9,ÖPNV,nein
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,05:35,06:13,Städtisches Klinikum,Rintheim,Arztbesuch,2.5,E-Scooter,nein
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,12:57,13:13,Rintheim,Neureut,Einkaufen,3.1,E-Scooter,nein
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,15:44,16:22,Neureut,Daxlanden,Freizeit,3.8,ÖPNV,nein
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,17:25,18:01,Daxlanden,Ettlinger Allee,Arbeit,3.3,multimodal,ja
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,20:27,20:43,Ettlinger Allee,Südweststadt,Begleitung,7.6,multimodal,ja
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,22:19,22:38,Südweststadt,Palmbach,Freizeit,5.4,ÖPNV,nein
32,29,männlich,Angestellt,Familie mit Kindern,Durlach,23:48,00:23,Palmbach,Grötzingen,Einkaufen,5.7,ÖPNV,nein
